refund_id,transaction_id,merchant_id,refund_amount,currency,refund_amount_cad,refund_type,refund_reason,created_at,status,same_day_refund
REF0001496,TXN00000808,M001,159.83,USD,217.37,full,product_not_received,2024-11-26 09:20:00,completed,False
REF0001497,TXN00007669,M001,6.65,USD,9.04,full,product_not_received,2024-07-29 21:10:00,completed,False
REF0001498,TXN00017966,M005,25.3,CAD,25.3,partial,duplicate,2024-01-28 09:01:00,completed,False
REF0001499,TXN00008052,M003,41.82,CAD,41.82,partial,product_not_received,2025-01-06 04:37:00,completed,False
REF0001500,TXN00039233,M010,56.57,CAD,56.57,partial,product_not_received,2024-07-13 01:07:00,completed,True
REF0001501,TXN00008069,M004,56.25,CAD,56.25,partial,other,2024-06-17 16:12:00,completed,False
REF0001502,TXN00000016,M001,17.13,EUR,25.35,full,customer_request,2024-05-21 17:08:00,completed,False
REF0001503,TXN00001976,M009,7.96,USD,10.83,full,other,2024-05-08 12:02:00,completed,False
REF0001504,TXN00031223,M002,6.73,EUR,9.96,partial,product_not_received,2024-11-27 05:34:00,completed,False
REF0001505,TXN00024894,M002,27.41,USD,37.28,full,other,2024-06-19 12:28:00,completed,False
REF0001506,TXN00010609,M009,59.93,CAD,59.93,full,fraud,2024-10-22 04:22:00,completed,False
REF0001507,TXN00030176,M010,267.66,USD,364.02,full,customer_request,2024-05-12 08:02:00,completed,False
REF0001508,TXN00036916,M004,27.64,CAD,27.64,full,fraud,2024-03-21 20:47:00,completed,False
REF0001509,TXN00002403,M008,68.61,EUR,101.54,partial,customer_request,2025-01-01 05:20:00,completed,False
REF0001510,TXN00038546,M005,49.56,CAD,49.56,full,fraud,2024-07-03 08:04:00,completed,False
REF0001511,TXN00046373,M009,109.92,USD,149.49,partial,product_not_received,2024-05-18 14:04:00,completed,False
REF0001512,TXN00043088,M009,28.35,USD,38.56,full,other,2024-11-02 20:46:00,completed,False
REF0001513,TXN00041534,M010,16.73,USD,22.75,full,duplicate,2024-12-26 03:57:00,completed,False
REF0001514,TXN00020543,M009,34.03,USD,46.28,full,duplicate,2024-04-07 17:02:00,completed,False
REF0001515,TXN00006887,M004,7.15,CAD,7.15,full,fraud,2024-08-28 12:52:00,completed,False
REF0001516,TXN00017693,M010,60.19,USD,81.86,full,fraud,2024-07-08 20:36:00,completed,False
REF0001517,TXN00005742,M009,14.8,CAD,14.8,partial,other,2024-10-29 16:49:00,completed,False
REF0001518,TXN00008880,M003,340.36,CAD,340.36,full,duplicate,2024-09-08 06:12:00,completed,False
REF0001519,TXN00031188,M001,293.82,USD,399.6,full,fraud,2024-09-24 21:52:00,completed,False
REF0001520,TXN00045563,M008,18.84,EUR,27.88,full,customer_request,2024-04-03 21:59:00,completed,False
REF0001521,TXN00026804,M010,8.91,CAD,8.91,partial,duplicate,2024-03-05 05:55:00,completed,False
REF0001522,TXN00006049,M009,98.23,USD,133.59,full,product_not_received,2024-03-04 08:58:00,completed,False
REF0001523,TXN00006639,M008,9.52,USD,12.95,partial,fraud,2024-11-04 08:15:00,completed,False
REF0001524,TXN00041379,M009,11.02,CAD,11.02,partial,duplicate,2024-11-25 14:20:00,completed,False
REF0001525,TXN00044206,M006,126.75,EUR,187.59,full,product_not_received,2024-02-17 08:47:00,completed,True
REF0001526,TXN00009186,M006,344.24,USD,468.17,partial,fraud,2024-10-06 06:32:00,completed,False
REF0001527,TXN00002874,M006,62.23,USD,84.63,partial,other,2024-07-19 06:11:00,completed,False
REF0001528,TXN00044028,M010,11.74,USD,15.97,full,fraud,2024-12-27 18:18:00,completed,False
REF0001529,TXN00017707,M005,18.93,CAD,18.93,partial,product_not_received,2024-09-23 07:13:00,completed,False
REF0001530,TXN00031155,M010,25.51,CAD,25.51,partial,duplicate,2024-05-09 13:02:00,completed,False
REF0001531,TXN00047017,M004,34.71,EUR,51.37,full,other,2024-10-23 07:16:00,completed,False
REF0001532,TXN00023472,M005,21.75,CAD,21.75,full,duplicate,2024-07-22 01:07:00,completed,False
REF0001533,TXN00029628,M008,90.08,USD,122.51,full,other,2024-11-27 03:01:00,completed,False
REF0001534,TXN00010064,M001,57.11,CAD,57.11,partial,product_not_received,2024-10-29 15:02:00,completed,False
REF0001535,TXN00009550,M006,23.82,CAD,23.82,full,fraud,2025-01-20 04:17:00,completed,False
REF0001536,TXN00022796,M002,19.56,EUR,28.95,full,product_not_received,2024-03-20 23:45:00,completed,False
REF0001537,TXN00009264,M002,57.15,USD,77.72,full,fraud,2024-12-12 19:59:00,completed,False
REF0001538,TXN00036782,M009,201.56,USD,274.12,full,customer_request,2024-04-17 06:05:00,completed,False
REF0001539,TXN00029506,M003,52.53,CAD,52.53,full,fraud,2024-04-05 21:07:00,completed,False
REF0001540,TXN00018686,M006,289.39,USD,393.57,full,other,2024-09-16 06:00:00,completed,True
REF0001541,TXN00020227,M001,15.09,CAD,15.09,full,duplicate,2025-01-26 07:36:00,pending,False
REF0001542,TXN00040216,M009,137.27,USD,186.69,partial,product_not_received,2024-06-07 22:24:00,completed,False
REF0001543,TXN00016581,M008,238.25,USD,324.02,partial,product_not_received,2024-06-24 08:24:00,completed,False
REF0001544,TXN00035718,M001,4.83,EUR,7.15,full,customer_request,2024-01-27 21:50:00,completed,True
REF0001545,TXN00001181,M010,513.16,CAD,513.16,full,fraud,2025-01-25 05:30:00,completed,False
REF0001546,TXN00038813,M009,11.62,USD,15.8,full,duplicate,2024-11-26 06:04:00,completed,False
REF0001547,TXN00008796,M006,47.98,EUR,71.01,partial,product_not_received,2024-10-07 14:08:00,completed,False
REF0001548,TXN00030594,M002,10.89,EUR,16.12,partial,fraud,2024-12-19 14:17:00,completed,False
REF0001549,TXN00015537,M003,274.81,USD,373.74,full,fraud,2024-09-25 20:46:00,completed,False
REF0001550,TXN00033615,M008,62.05,CAD,62.05,full,fraud,2024-07-31 19:34:00,completed,False
REF0001551,TXN00038146,M010,15.02,EUR,22.23,full,duplicate,2024-02-07 16:24:00,completed,True
REF0001552,TXN00028396,M001,3.27,CAD,3.27,partial,customer_request,2024-12-02 15:49:00,completed,False
REF0001553,TXN00031884,M009,14.44,USD,19.64,full,other,2024-11-29 21:13:00,completed,True
REF0001554,TXN00027841,M010,7.22,EUR,10.69,partial,duplicate,2024-06-23 09:53:00,completed,False
REF0001555,TXN00017360,M004,219.84,USD,298.98,partial,duplicate,2024-11-29 14:48:00,completed,True
REF0001556,TXN00048992,M003,9.57,CAD,9.57,full,other,2024-07-23 01:13:00,pending,False
REF0001557,TXN00019244,M004,19.61,USD,26.67,full,product_not_received,2024-11-21 03:54:00,completed,False
REF0001558,TXN00001929,M010,56.68,CAD,56.68,full,other,2024-11-30 05:41:00,completed,False
REF0001559,TXN00041259,M009,14.26,USD,19.39,full,fraud,2024-02-09 12:04:00,completed,False
REF0001560,TXN00018882,M010,34.43,USD,46.82,full,customer_request,2024-06-06 05:19:00,completed,False
REF0001561,TXN00004830,M009,46.32,USD,63.0,partial,other,2024-02-12 01:55:00,completed,False
REF0001562,TXN00011418,M001,18.21,USD,24.77,full,customer_request,2024-06-09 09:29:00,completed,True
REF0001563,TXN00048580,M005,4.15,USD,5.64,full,product_not_received,2024-06-19 01:40:00,completed,False
REF0001564,TXN00040572,M003,148.47,USD,201.92,full,customer_request,2024-06-25 01:32:00,completed,True
REF0001565,TXN00005812,M009,19.15,CAD,19.15,full,product_not_received,2024-03-15 22:23:00,completed,False
REF0001566,TXN00019233,M009,171.28,USD,232.94,full,product_not_received,2024-12-06 13:17:00,completed,True
REF0001567,TXN00040247,M010,1930.81,CAD,1930.81,full,customer_request,2024-06-23 09:06:00,completed,False
REF0001568,TXN00041760,M003,176.85,CAD,176.85,full,fraud,2024-02-03 00:13:00,completed,False
REF0001569,TXN00007680,M006,12.35,CAD,12.35,full,other,2024-02-09 11:25:00,completed,False
REF0001570,TXN00042635,M004,9.26,CAD,9.26,partial,product_not_received,2024-11-03 23:54:00,completed,False
REF0001571,TXN00006952,M010,92.22,CAD,92.22,full,duplicate,2024-04-06 04:15:00,pending,False
REF0001572,TXN00010056,M004,8.07,USD,10.98,partial,duplicate,2024-07-21 18:54:00,completed,False
REF0001573,TXN00031724,M005,149.41,USD,203.2,full,duplicate,2024-04-07 13:28:00,completed,False
REF0001574,TXN00039376,M002,8.88,CAD,8.88,partial,customer_request,2024-10-05 04:04:00,failed,False
REF0001575,TXN00016017,M009,119.83,CAD,119.83,partial,duplicate,2024-08-29 13:24:00,completed,False
REF0001576,TXN00046376,M010,4.96,CAD,4.96,partial,fraud,2024-07-18 13:49:00,completed,False
REF0001577,TXN00009964,M005,65.36,CAD,65.36,full,other,2024-03-29 23:10:00,completed,False
REF0001578,TXN00047602,M005,21.41,CAD,21.41,partial,other,2024-03-21 12:23:00,completed,False
REF0001579,TXN00028021,M003,4.31,USD,5.86,partial,other,2025-01-10 11:09:00,completed,False
REF0001580,TXN00029132,M009,30.63,CAD,30.63,full,fraud,2024-10-03 03:11:00,completed,False
REF0001581,TXN00047130,M005,57.86,CAD,57.86,full,duplicate,2024-07-25 01:11:00,completed,False
REF0001582,TXN00014358,M002,35.88,EUR,53.1,full,product_not_received,2024-10-30 00:02:00,completed,False
REF0001583,TXN00002195,M008,12.03,CAD,12.03,full,other,2024-11-03 10:16:00,pending,False
REF0001584,TXN00001396,M002,7.35,CAD,7.35,partial,customer_request,2024-04-15 23:13:00,completed,False
REF0001585,TXN00018385,M002,34.13,CAD,34.13,full,product_not_received,2024-06-18 12:30:00,completed,False
REF0001586,TXN00031639,M002,70.61,CAD,70.61,full,duplicate,2024-05-06 19:24:00,completed,False
REF0001587,TXN00015836,M003,55.48,CAD,55.48,full,product_not_received,2024-11-21 13:54:00,completed,False
REF0001588,TXN00021600,M005,30.57,CAD,30.57,full,product_not_received,2024-06-26 18:36:00,completed,False
REF0001589,TXN00023276,M009,169.0,CAD,169.0,full,fraud,2024-03-22 09:54:00,completed,False
REF0001590,TXN00023078,M003,730.46,CAD,730.46,full,duplicate,2024-08-12 01:37:00,completed,False
REF0001591,TXN00018647,M004,16.9,CAD,16.9,partial,fraud,2024-03-14 15:45:00,completed,True
REF0001592,TXN00010245,M006,61.09,CAD,61.09,full,fraud,2024-04-07 18:24:00,completed,False
REF0001593,TXN00012082,M006,23.53,EUR,34.82,full,customer_request,2024-10-05 14:55:00,completed,False
REF0001594,TXN00036548,M005,83.32,CAD,83.32,full,other,2024-04-28 14:26:00,completed,False
REF0001595,TXN00033958,M004,52.72,EUR,78.03,full,duplicate,2025-01-01 11:34:00,completed,False
REF0001596,TXN00042577,M008,3.91,USD,5.32,partial,other,2024-03-15 16:14:00,pending,False
REF0001597,TXN00021597,M001,15.12,CAD,15.12,full,fraud,2024-09-21 18:54:00,completed,False
REF0001598,TXN00048424,M006,194.97,USD,265.16,full,product_not_received,2024-07-14 04:56:00,completed,False
REF0001599,TXN00035892,M004,27.85,CAD,27.85,partial,customer_request,2024-12-24 21:40:00,completed,False
REF0001600,TXN00041170,M003,15.16,CAD,15.16,partial,other,2024-09-14 11:19:00,completed,False
REF0001601,TXN00026512,M005,122.84,CAD,122.84,full,customer_request,2024-08-19 09:37:00,completed,False
REF0001602,TXN00001020,M004,90.72,CAD,90.72,full,duplicate,2024-03-23 11:06:00,completed,False
REF0001603,TXN00012875,M006,54.12,CAD,54.12,partial,duplicate,2024-12-27 21:51:00,completed,False
REF0001604,TXN00003930,M003,5.83,CAD,5.83,full,duplicate,2025-01-28 19:19:00,completed,False
REF0001605,TXN00030422,M005,14.05,CAD,14.05,full,product_not_received,2024-07-16 04:44:00,completed,False
REF0001606,TXN00023668,M004,68.77,CAD,68.77,partial,duplicate,2024-05-26 00:21:00,completed,False
REF0001607,TXN00018811,M004,483.91,USD,658.12,full,product_not_received,2024-10-16 08:39:00,pending,False
REF0001608,TXN00042582,M006,19.15,CAD,19.15,full,duplicate,2024-06-20 07:42:00,completed,False
REF0001609,TXN00032344,M005,7.94,CAD,7.94,full,customer_request,2024-06-22 04:04:00,completed,False
REF0001610,TXN00018830,M010,29.8,EUR,44.1,partial,fraud,2025-01-10 16:14:00,completed,False
REF0001611,TXN00012408,M006,10.42,CAD,10.42,partial,customer_request,2024-07-17 21:00:00,completed,True
REF0001612,TXN00032446,M006,75.81,CAD,75.81,full,duplicate,2024-03-14 20:37:00,completed,False
REF0001613,TXN00044595,M001,20.57,CAD,20.57,partial,other,2024-03-29 18:50:00,completed,False
REF0001614,TXN00012575,M003,63.93,CAD,63.93,full,customer_request,2024-12-08 18:08:00,completed,False
REF0001615,TXN00002688,M003,122.92,CAD,122.92,full,other,2024-08-03 23:17:00,completed,False
REF0001616,TXN00012814,M008,63.24,EUR,93.6,partial,other,2024-03-19 20:14:00,completed,True
REF0001617,TXN00039444,M001,38.7,USD,52.63,full,other,2024-07-10 20:36:00,completed,False
REF0001618,TXN00010834,M004,117.08,USD,159.23,partial,fraud,2024-02-29 01:19:00,completed,False
REF0001619,TXN00014806,M006,292.82,CAD,292.82,partial,fraud,2024-05-13 21:44:00,completed,False
REF0001620,TXN00026650,M009,97.29,USD,132.31,full,customer_request,2024-09-01 21:53:00,pending,False
REF0001621,TXN00032461,M003,26.08,CAD,26.08,partial,other,2024-12-04 07:28:00,completed,False
REF0001622,TXN00017108,M004,23.67,CAD,23.67,partial,customer_request,2024-05-07 08:18:00,completed,False
REF0001623,TXN00009137,M010,143.49,CAD,143.49,partial,other,2024-03-13 15:31:00,pending,False
REF0001624,TXN00032941,M002,1.07,CAD,1.07,partial,duplicate,2024-12-02 21:15:00,completed,False
REF0001625,TXN00023745,M010,63.85,CAD,63.85,partial,product_not_received,2024-02-16 21:15:00,completed,False
REF0001626,TXN00009162,M010,107.79,CAD,107.79,full,product_not_received,2024-11-03 01:38:00,completed,False
REF0001627,TXN00033880,M005,61.23,USD,83.27,full,duplicate,2024-10-15 22:13:00,completed,False
REF0001628,TXN00016662,M003,61.34,CAD,61.34,full,customer_request,2024-03-08 16:51:00,completed,False
REF0001629,TXN00044691,M005,42.36,EUR,62.69,partial,customer_request,2024-09-22 08:27:00,completed,False
REF0001630,TXN00012347,M003,12.21,EUR,18.07,partial,other,2025-01-21 14:37:00,completed,False
REF0001631,TXN00011643,M010,65.37,CAD,65.37,full,other,2024-11-24 02:26:00,completed,False
REF0001632,TXN00024309,M001,3.84,CAD,3.84,full,fraud,2024-04-14 13:44:00,completed,False
REF0001633,TXN00048673,M006,5.01,USD,6.81,full,fraud,2024-09-02 06:45:00,completed,False
REF0001634,TXN00003759,M005,140.04,CAD,140.04,full,product_not_received,2024-09-19 23:53:00,completed,False
REF0001635,TXN00018960,M010,12.09,CAD,12.09,full,fraud,2024-02-19 13:06:00,completed,False
REF0001636,TXN00030440,M001,7.46,USD,10.15,partial,fraud,2024-05-05 08:28:00,completed,False
REF0001637,TXN00019824,M003,54.18,CAD,54.18,full,customer_request,2025-01-01 06:08:00,completed,False
REF0001638,TXN00030942,M005,62.05,CAD,62.05,full,customer_request,2024-01-23 00:34:00,completed,False
REF0001639,TXN00038818,M001,54.07,USD,73.54,full,product_not_received,2024-04-11 01:49:00,failed,False
REF0001640,TXN00044203,M006,19.58,CAD,19.58,full,other,2024-10-23 03:32:00,completed,False
REF0001641,TXN00022440,M004,21.44,CAD,21.44,full,fraud,2024-06-30 00:21:00,completed,False
REF0001642,TXN00013901,M005,3.37,CAD,3.37,partial,customer_request,2024-06-13 20:23:00,completed,False
REF0001643,TXN00029951,M004,112.43,EUR,166.4,partial,other,2024-06-20 23:44:00,completed,False
REF0001644,TXN00029257,M009,23.36,CAD,23.36,partial,fraud,2024-08-28 23:20:00,completed,False
REF0001645,TXN00007816,M010,99.87,USD,135.82,full,customer_request,2024-04-04 17:58:00,completed,False
REF0001646,TXN00045863,M001,15.02,CAD,15.02,full,fraud,2024-09-04 12:00:00,completed,False
REF0001647,TXN00007824,M010,30.07,CAD,30.07,full,product_not_received,2024-10-10 10:14:00,completed,False
REF0001648,TXN00036510,M004,95.22,USD,129.5,full,customer_request,2024-08-20 20:34:00,completed,False
REF0001649,TXN00015540,M009,463.07,USD,629.78,partial,duplicate,2024-07-12 02:27:00,completed,False
REF0001650,TXN00011388,M006,139.76,CAD,139.76,full,product_not_received,2024-12-01 08:04:00,completed,False
REF0001651,TXN00043520,M005,121.99,USD,165.91,full,duplicate,2024-12-31 08:01:00,completed,False
REF0001652,TXN00014446,M001,25.44,USD,34.6,full,duplicate,2025-01-21 05:56:00,completed,False
REF0001653,TXN00005987,M004,57.68,CAD,57.68,full,other,2024-07-13 23:33:00,completed,False
REF0001654,TXN00019386,M009,79.7,CAD,79.7,full,product_not_received,2024-04-06 04:52:00,completed,False
REF0001655,TXN00014660,M003,71.19,CAD,71.19,full,customer_request,2024-08-26 20:51:00,completed,False
REF0001656,TXN00013832,M005,14.75,EUR,21.83,partial,fraud,2024-07-18 06:37:00,completed,False
REF0001657,TXN00017179,M009,125.72,EUR,186.07,full,other,2024-05-28 23:01:00,pending,False
REF0001658,TXN00008354,M004,120.07,USD,163.3,partial,customer_request,2024-05-26 14:17:00,completed,False
REF0001659,TXN00012781,M006,120.78,EUR,178.75,full,duplicate,2024-12-05 01:02:00,pending,False
REF0001660,TXN00038828,M003,77.56,EUR,114.79,full,other,2024-10-22 13:33:00,completed,False
REF0001661,TXN00024686,M002,35.89,USD,48.81,full,customer_request,2024-08-11 09:11:00,completed,False
REF0001662,TXN00003045,M001,75.98,CAD,75.98,full,fraud,2024-09-23 14:23:00,completed,False
REF0001663,TXN00048739,M006,453.73,CAD,453.73,partial,duplicate,2024-04-26 15:45:00,completed,False
REF0001664,TXN00021261,M005,725.45,EUR,1073.67,full,other,2025-02-05 06:47:00,completed,False
REF0001665,TXN00035798,M010,10.83,USD,14.73,full,fraud,2024-10-14 03:43:00,completed,False
REF0001666,TXN00001659,M005,420.51,USD,571.89,partial,customer_request,2024-03-03 12:36:00,completed,True
REF0001667,TXN00049799,M003,2.59,EUR,3.83,partial,product_not_received,2024-12-11 00:36:00,completed,True
REF0001668,TXN00042733,M001,10.06,USD,13.68,partial,duplicate,2024-05-04 12:41:00,completed,False
REF0001669,TXN00004095,M010,97.32,CAD,97.32,full,other,2024-07-06 15:27:00,completed,False
REF0001670,TXN00005462,M006,76.44,CAD,76.44,full,product_not_received,2024-10-03 10:55:00,completed,False
REF0001671,TXN00020944,M006,12.97,CAD,12.97,partial,customer_request,2024-07-22 10:39:00,completed,False
REF0001672,TXN00007177,M002,170.11,CAD,170.11,full,fraud,2024-07-27 14:14:00,completed,False
REF0001673,TXN00006313,M006,25.21,CAD,25.21,partial,duplicate,2025-01-13 12:39:00,completed,False
REF0001674,TXN00025215,M001,232.28,CAD,232.28,full,product_not_received,2024-02-05 10:45:00,failed,False
REF0001675,TXN00030356,M005,268.74,EUR,397.74,full,duplicate,2024-01-20 18:03:00,completed,True
REF0001676,TXN00042334,M005,232.32,EUR,343.83,full,customer_request,2024-12-12 01:01:00,completed,False
REF0001677,TXN00043455,M006,27.06,EUR,40.05,full,other,2024-04-26 09:55:00,completed,False
REF0001678,TXN00027189,M003,195.35,CAD,195.35,partial,customer_request,2024-08-05 05:44:00,completed,False
REF0001679,TXN00014878,M004,88.52,USD,120.39,full,fraud,2024-04-28 13:06:00,completed,True
REF0001680,TXN00036955,M002,17.03,USD,23.16,partial,other,2024-11-12 01:04:00,completed,False
REF0001681,TXN00001471,M002,48.22,USD,65.58,partial,fraud,2024-12-06 15:52:00,pending,False
REF0001682,TXN00006040,M002,94.92,USD,129.09,full,product_not_received,2024-10-19 12:31:00,completed,False
REF0001683,TXN00003826,M009,73.55,USD,100.03,partial,product_not_received,2024-12-25 02:15:00,completed,False
REF0001684,TXN00047279,M005,53.53,CAD,53.53,partial,duplicate,2024-08-07 03:17:00,completed,False
REF0001685,TXN00048584,M006,3.74,CAD,3.74,partial,other,2024-12-29 15:12:00,completed,False
REF0001686,TXN00004643,M008,196.68,USD,267.48,full,customer_request,2024-08-27 10:32:00,completed,False
REF0001687,TXN00003252,M001,9.17,CAD,9.17,full,duplicate,2024-03-10 19:55:00,completed,False
REF0001688,TXN00019598,M002,35.98,CAD,35.98,partial,customer_request,2024-09-14 02:12:00,completed,False
REF0001689,TXN00036845,M003,28.14,USD,38.27,partial,duplicate,2024-03-15 01:57:00,completed,False
REF0001690,TXN00009182,M008,2.8,CAD,2.8,partial,customer_request,2024-05-20 22:09:00,completed,False
REF0001691,TXN00022255,M004,14.41,CAD,14.41,partial,fraud,2024-02-09 22:00:00,completed,False
REF0001692,TXN00009522,M005,30.38,CAD,30.38,full,other,2024-07-22 22:29:00,completed,False
REF0001693,TXN00009356,M006,17.46,CAD,17.46,full,other,2024-11-06 17:51:00,pending,False
REF0001694,TXN00002379,M001,205.15,USD,279.0,full,customer_request,2024-02-25 19:32:00,completed,False
REF0001695,TXN00020336,M008,7.71,EUR,11.41,full,duplicate,2024-11-20 06:27:00,completed,True
REF0001696,TXN00031134,M004,130.5,CAD,130.5,full,other,2024-03-15 00:19:00,completed,False
REF0001697,TXN00039886,M005,235.53,CAD,235.53,partial,product_not_received,2024-08-26 15:49:00,completed,False
REF0001698,TXN00025459,M008,112.7,CAD,112.7,partial,product_not_received,2024-03-19 17:09:00,completed,False
REF0001699,TXN00020194,M004,204.41,CAD,204.41,full,duplicate,2024-03-25 04:34:00,completed,False
REF0001700,TXN00002093,M006,79.28,USD,107.82,full,duplicate,2024-11-05 18:40:00,completed,False
REF0001701,TXN00000089,M005,19.06,USD,25.92,full,product_not_received,2024-11-27 10:58:00,completed,False
REF0001702,TXN00031512,M004,8.71,CAD,8.71,partial,duplicate,2024-01-20 15:02:00,completed,False
REF0001703,TXN00031576,M003,6.19,CAD,6.19,full,duplicate,2024-12-13 17:22:00,completed,False
REF0001704,TXN00025833,M005,23.02,USD,31.31,full,customer_request,2024-05-30 10:25:00,completed,False
REF0001705,TXN00040934,M006,19.62,USD,26.68,full,fraud,2024-07-03 07:07:00,completed,True
REF0001706,TXN00019356,M010,44.39,EUR,65.7,partial,other,2025-02-09 00:11:00,completed,False
REF0001707,TXN00014110,M003,66.07,EUR,97.78,partial,customer_request,2024-04-16 00:39:00,completed,True
REF0001708,TXN00048832,M004,9.3,CAD,9.3,full,product_not_received,2024-11-20 13:32:00,completed,False
REF0001709,TXN00009312,M009,37.63,CAD,37.63,partial,fraud,2024-11-20 06:59:00,failed,False
REF0001710,TXN00047636,M001,321.44,USD,437.16,full,customer_request,2024-04-07 10:25:00,completed,False
REF0001711,TXN00028643,M006,9.43,USD,12.82,partial,customer_request,2025-01-09 13:22:00,completed,False
REF0001712,TXN00022785,M010,19.82,EUR,29.33,partial,duplicate,2024-12-13 08:59:00,completed,True
REF0001713,TXN00010553,M001,1.15,CAD,1.15,partial,duplicate,2024-07-18 07:07:00,completed,False
REF0001714,TXN00020527,M009,18.86,CAD,18.86,partial,product_not_received,2024-08-04 18:34:00,completed,False
REF0001715,TXN00012420,M009,148.41,CAD,148.41,full,customer_request,2024-09-10 11:54:00,completed,False
REF0001716,TXN00041320,M004,69.95,USD,95.13,full,product_not_received,2024-08-13 10:24:00,completed,True
REF0001717,TXN00028219,M004,117.38,CAD,117.38,full,product_not_received,2024-08-08 11:43:00,completed,False
REF0001718,TXN00032479,M009,11.5,CAD,11.5,partial,customer_request,2024-02-19 16:03:00,completed,False
REF0001719,TXN00026992,M002,24.5,CAD,24.5,full,duplicate,2024-03-17 18:32:00,completed,False
REF0001720,TXN00007225,M001,21.0,USD,28.56,partial,product_not_received,2024-04-25 22:31:00,completed,False
REF0001721,TXN00031183,M010,61.73,CAD,61.73,full,duplicate,2024-03-25 13:19:00,completed,False
REF0001722,TXN00004874,M010,2.85,USD,3.88,partial,customer_request,2024-08-03 18:54:00,completed,False
REF0001723,TXN00033735,M002,130.28,CAD,130.28,full,other,2024-01-14 21:43:00,completed,True
REF0001724,TXN00005465,M001,96.57,CAD,96.57,full,other,2024-08-08 23:40:00,completed,False
REF0001725,TXN00047626,M003,1.79,USD,2.43,partial,product_not_received,2024-06-19 02:03:00,completed,False
REF0001726,TXN00018570,M004,112.43,CAD,112.43,full,fraud,2024-02-26 19:37:00,completed,False
REF0001727,TXN00033629,M008,26.1,USD,35.5,full,product_not_received,2024-11-25 16:05:00,completed,True
REF0001728,TXN00001106,M002,391.06,USD,531.84,full,product_not_received,2024-03-27 17:39:00,completed,False
REF0001729,TXN00045912,M003,67.56,CAD,67.56,partial,other,2024-05-11 15:12:00,completed,False
REF0001730,TXN00027757,M001,17.38,USD,23.64,full,fraud,2024-11-14 02:57:00,completed,False
REF0001731,TXN00028849,M004,5.96,USD,8.11,partial,other,2024-09-07 11:46:00,completed,False
REF0001732,TXN00040818,M005,9.57,CAD,9.57,full,product_not_received,2024-07-30 05:46:00,completed,False
REF0001733,TXN00023082,M006,16.07,USD,21.86,partial,customer_request,2024-09-08 07:37:00,completed,False
REF0001734,TXN00029754,M004,89.26,EUR,132.1,partial,product_not_received,2024-07-01 04:15:00,completed,False
REF0001735,TXN00007176,M005,42.04,USD,57.17,partial,other,2024-10-06 09:37:00,completed,False
REF0001736,TXN00047960,M003,192.31,CAD,192.31,full,other,2024-11-13 23:49:00,completed,False
REF0001737,TXN00025584,M010,23.15,CAD,23.15,full,duplicate,2024-12-23 14:31:00,failed,False
REF0001738,TXN00027353,M008,500.45,CAD,500.45,partial,product_not_received,2024-08-10 04:37:00,completed,False
REF0001739,TXN00038510,M006,187.67,CAD,187.67,full,fraud,2024-05-20 14:09:00,completed,False
REF0001740,TXN00027999,M003,5.95,CAD,5.95,full,other,2024-08-12 08:29:00,completed,True
REF0001741,TXN00041114,M002,185.31,CAD,185.31,full,duplicate,2024-09-18 10:10:00,completed,False
REF0001742,TXN00030331,M008,2.93,CAD,2.93,partial,fraud,2024-02-09 03:16:00,completed,False
REF0001743,TXN00017094,M002,3.1,CAD,3.1,full,other,2024-04-03 15:12:00,pending,False
REF0001744,TXN00032936,M010,5.35,CAD,5.35,full,fraud,2024-03-07 10:11:00,completed,False
REF0001745,TXN00031869,M003,21.08,CAD,21.08,full,duplicate,2024-07-13 11:49:00,completed,False
REF0001746,TXN00001885,M010,29.58,USD,40.23,full,other,2024-11-14 05:49:00,failed,False
REF0001747,TXN00049642,M002,12.33,EUR,18.25,partial,customer_request,2024-10-13 14:30:00,completed,False
REF0001748,TXN00011557,M002,65.17,EUR,96.45,full,other,2024-11-07 02:04:00,completed,False
REF0001749,TXN00041150,M002,36.69,CAD,36.69,full,product_not_received,2025-01-01 13:46:00,completed,False
REF0001750,TXN00024795,M005,152.07,USD,206.82,partial,fraud,2024-09-05 20:08:00,completed,False
REF0001751,TXN00041237,M005,18.51,CAD,18.51,full,customer_request,2024-04-21 07:09:00,completed,False
REF0001752,TXN00044375,M008,58.24,CAD,58.24,partial,duplicate,2024-05-05 12:21:00,completed,False
REF0001753,TXN00030211,M001,23.71,USD,32.25,partial,customer_request,2024-09-23 18:00:00,completed,False
REF0001754,TXN00013590,M005,172.12,USD,234.08,full,fraud,2024-08-03 00:18:00,completed,False
REF0001755,TXN00049439,M008,73.9,USD,100.5,full,duplicate,2024-10-18 01:56:00,completed,True
REF0001756,TXN00012517,M010,6.95,CAD,6.95,partial,other,2024-08-13 20:29:00,pending,False
REF0001757,TXN00025272,M005,5.95,USD,8.09,partial,other,2024-08-05 12:11:00,completed,False
REF0001758,TXN00041453,M004,0.96,CAD,0.96,partial,customer_request,2024-04-25 01:20:00,completed,False
REF0001759,TXN00008312,M005,7.55,CAD,7.55,full,other,2024-03-09 08:59:00,completed,False
REF0001760,TXN00006213,M008,110.84,CAD,110.84,full,other,2024-06-30 21:18:00,completed,False
